Serial,date,time of year,Year,Hour,Day off,Weekday,Workingday,Weather,Temp,Feel_Temp, Humidity,Fog Density,Foreigners,Local,Total Visitors
290,22-01-2011,1,0,2,0,6,0,2,0.04,0.0303,0.834715253,0.41,0,11,11
291,22-01-2011,1,0,3,0,6,0,2,0.04,0.0303,0.817783435,0.41,1,6,7
292,22-01-2011,1,0,4,0,6,0,2,0.02,0.0152,0.817693173,0.48,0,3,3
293,22-01-2011,1,0,6,0,6,0,2,0.02,0.0303,0.823093236,0.44,0,2,2
294,22-01-2011,1,0,8,0,6,0,1,0.02,0,0.810594572,0.44,1,26,27
295,22-01-2011,1,0,10,0,6,0,2,0.04,0.0606,0.807138413,0.41,3,50,53
296,22-01-2011,1,0,11,0,6,0,2,0.06,0.0758,0.816299781,0.38,4,59,63
297,22-01-2011,1,0,13,0,6,0,1,0.08,0.1667,0.844361518,0.35,12,72,84
298,22-01-2011,1,0,14,0,6,0,1,0.1,0.1364,0.9214782,0.33,11,64,75
299,22-01-2011,1,0,15,0,6,0,1,0.12,0.1515,0.948316547,0.28,10,93,103
300,22-01-2011,1,0,18,0,6,0,1,0.08,0.0909,0.914700671,0.35,0,54,54
301,22-01-2011,1,0,19,0,6,0,1,0.08,0.1061,0.900402825,0.35,6,53,59
302,22-01-2011,1,0,21,0,6,0,1,0.06,0.1061,0.909254704,0.41,0,39,39
303,22-01-2011,1,0,22,0,6,0,1,0.06,0.1515,0.911733619,0.49,7,23,30
304,22-01-2011,1,0,23,0,6,0,1,0.04,0.0758,0.923183817,0.57,2,31,33
305,23-01-2011,1,0,1,0,0,0,1,0.04,0.0758,0.880311059,0.57,1,12,13
306,23-01-2011,1,0,5,0,0,0,2,0.04,0.0758,0.820958069,0.57,0,3,3
307,23-01-2011,1,0,6,0,0,0,2,0.04,0.0758,0.823433469,0.57,0,1,1
308,23-01-2011,1,0,7,0,0,0,1,0.08,0.1061,0.835091718,0.58,1,1,2
309,23-01-2011,1,0,11,0,0,0,1,0.14,0.1364,0.767391609,0.43,22,77,99
310,23-01-2011,1,0,13,0,0,0,1,0.14,0.1061,0.797104156,0.33,12,75,87
311,23-01-2011,1,0,15,0,0,0,1,0.16,0.1364,0.853749613,0.28,13,64,77
312,23-01-2011,1,0,17,0,0,0,1,0.14,0.1061,0.846513711,0.26,5,50,55
313,23-01-2011,1,0,23,0,0,0,1,0.06,0.0606,0.769509151,0.41,4,17,21
314,24-01-2011,1,0,0,0,1,1,1,0.06,0.0606,0.782208613,0.41,0,7,7
315,24-01-2011,1,0,1,0,1,1,1,0.04,0.0455,0.786676604,0.45,0,1,1
316,24-01-2011,1,0,4,0,1,1,1,0.02,0.0606,0.788145667,0.48,0,1,1
317,24-01-2011,1,0,8,0,1,1,1,0.04,0.1364,0.766390659,0.49,6,171,177
318,24-01-2011,1,0,10,0,1,1,1,0.1,0.1364,0.805724763,0.42,6,34,40
319,24-01-2011,1,0,11,0,1,1,1,0.1,0.1212,0.819875114,0.46,3,43,46
320,24-01-2011,1,0,15,0,1,1,1,0.16,0.1667,0.80822348,0.4,7,50,57
321,24-01-2011,1,0,17,0,1,1,1,0.14,0.1212,0.802531715,0.5,6,178,184
322,24-01-2011,1,0,18,0,1,1,1,0.14,0.1364,0.785637964,0.59,8,145,153
323,24-01-2011,1,0,19,0,1,1,1,0.14,0.1515,0.781281711,0.54,5,101,106
324,24-01-2011,1,0,21,0,1,1,1,0.14,0.1515,0.76278189,0.63,6,53,59
325,24-01-2011,1,0,22,0,1,1,2,0.14,0.1364,0.738214524,0.63,3,32,35
326,25-01-2011,1,0,2,0,2,1,1,0.16,0.1515,0.745549412,0.69,0,2,2
327,25-01-2011,1,0,5,0,2,1,1,0.14,0.1364,0.750089689,0.74,0,9,9
328,25-01-2011,1,0,6,0,2,1,1,0.16,0.1818,0.756491439,0.74,1,35,36
329,25-01-2011,1,0,9,0,2,1,2,0.2,0.2273,0.77336936,0.64,10,134,144
330,25-01-2011,1,0,10,0,2,1,2,0.22,0.2424,0.753454951,0.6,6,49,55
331,25-01-2011,1,0,11,0,2,1,2,0.24,0.2424,0.714590181,0.6,6,55,61
332,25-01-2011,1,0,17,0,2,1,1,0.3,0.3333,0.659674922,0.45,14,208,222
333,25-01-2011,1,0,18,0,2,1,2,0.3,0.3182,0.669735642,0.49,7,218,225
334,25-01-2011,1,0,19,0,2,1,2,0.26,0.2576,0.855392812,0.65,13,133,146
335,25-01-2011,1,0,20,0,2,1,1,0.24,0.2273,0.971978724,0.65,16,103,119
336,25-01-2011,1,0,21,0,2,1,1,0.24,0.2273,0.949663974,0.65,5,40,45
337,25-01-2011,1,0,22,0,2,1,1,0.22,0.2273,0.879355586,0.64,4,49,53
338,25-01-2011,1,0,23,0,2,1,2,0.22,0.2273,0.864271722,0.64,3,37,40
339,26-01-2011,1,0,0,0,3,1,2,0.22,0.2273,0.848602352,0.69,3,14,17
340,26-01-2011,1,0,1,0,3,1,2,0.24,0.2424,0.833564568,0.65,0,5,5
341,26-01-2011,1,0,5,0,3,1,3,0.2,0.1818,0.824761275,0.86,0,1,1
342,26-01-2011,1,0,7,0,3,1,3,0.22,0.2121,0.771668774,0.87,1,29,30
343,26-01-2011,1,0,8,0,3,1,3,0.22,0.2121,0.751587125,0.87,3,69,72
344,26-01-2011,1,0,10,0,3,1,3,0.22,0.2121,0.768556252,0.93,2,26,28
345,26-01-2011,1,0,11,0,3,1,3,0.22,0.197,0.789040788,0.93,6,35,41
346,26-01-2011,1,0,12,0,3,1,3,0.22,0.197,0.809059345,0.93,7,41,48
347,26-01-2011,1,0,16,0,3,1,4,0.22,0.197,0.849587827,0.93,1,35,36
348,26-01-2011,1,0,17,0,3,1,3,0.2,0.1818,0.815170605,0.93,0,26,26
349,27-01-2011,1,0,17,0,4,1,1,0.22,0.2424,0.869495334,0.55,2,82,84
350,27-01-2011,1,0,21,0,4,1,1,0.18,0.2121,0.854420166,0.74,2,36,38
351,27-01-2011,1,0,22,0,4,1,1,0.18,0.2121,0.842883898,0.74,0,27,27
352,27-01-2011,1,0,23,0,4,1,1,0.18,0.197,0.841546574,0.8,0,16,16
353,28-01-2011,1,0,2,0,5,1,2,0.2,0.2121,0.83887197,0.75,0,2,2
354,28-01-2011,1,0,3,0,5,1,2,0.2,0.2273,0.844732585,0.75,1,0,1
355,28-01-2011,1,0,5,0,5,1,2,0.18,0.2121,0.820932273,0.8,0,4,4
356,28-01-2011,1,0,6,0,5,1,2,0.18,0.197,0.777999312,0.8,0,16,16
357,28-01-2011,1,0,7,0,5,1,2,0.16,0.197,0.74382362,0.86,2,58,60
358,28-01-2011,1,0,10,0,5,1,3,0.18,0.2121,0.746150484,0.86,0,49,49
359,28-01-2011,1,0,11,0,5,1,3,0.18,0.2121,0.70939567,0.93,0,30,30
360,28-01-2011,1,0,13,0,5,1,3,0.18,0.2121,0.72249481,0.93,0,31,31
361,28-01-2011,1,0,14,0,5,1,3,0.22,0.2727,0.683513112,0.8,2,36,38
362,28-01-2011,1,0,15,0,5,1,2,0.2,0.2576,0.729338178,0.86,1,40,41
363,28-01-2011,1,0,16,0,5,1,1,0.22,0.2727,0.764152269,0.8,10,70,80
364,28-01-2011,1,0,18,0,5,1,1,0.24,0.2273,0.755500476,0.75,2,107,109
365,28-01-2011,1,0,19,0,5,1,2,0.24,0.2424,0.714007353,0.75,5,84,89
366,29-01-2011,1,0,0,0,6,0,1,0.22,0.197,0.727583886,0.64,2,26,28
367,29-01-2011,1,0,1,0,6,0,1,0.22,0.2273,0.73227992,0.64,0,20,20
368,29-01-2011,1,0,3,0,6,0,1,0.2,0.2121,0.742519102,0.64,3,5,8
369,29-01-2011,1,0,4,0,6,0,1,0.16,0.1818,0.739833947,0.69,1,2,3
370,29-01-2011,1,0,11,0,6,0,2,0.18,0.197,0.745483615,0.64,4,60,64
371,29-01-2011,1,0,14,0,6,0,2,0.22,0.2273,0.745858547,0.6,10,89,99
372,29-01-2011,1,0,15,0,6,0,1,0.22,0.2121,0.765533836,0.69,22,98,120
373,29-01-2011,1,0,16,0,6,0,1,0.24,0.2424,0.771114575,0.6,19,88,107
374,29-01-2011,1,0,17,0,6,0,1,0.24,0.2879,0.737512378,0.6,9,82,91
375,29-01-2011,1,0,19,0,6,0,2,0.22,0.2121,0.721370405,0.69,6,52,58
376,29-01-2011,1,0,20,0,6,0,1,0.18,0.2121,0.754369301,0.74,1,42,43
377,29-01-2011,1,0,23,0,6,0,1,0.16,0.197,0.74070764,0.8,3,30,33
378,30-01-2011,1,0,0,0,0,0,1,0.16,0.1818,0.672923043,0.8,0,33,33
379,30-01-2011,1,0,1,0,0,0,1,0.14,0.2121,0.59762439,0.8,7,22,29
380,30-01-2011,1,0,3,0,0,0,1,0.14,0.2121,0.574084901,0.93,1,7,8
381,30-01-2011,1,0,4,0,0,0,1,0.14,0.2121,0.568255975,0.93,0,1,1
382,30-01-2011,1,0,8,0,0,0,2,0.14,0.2121,0.592244433,0.86,1,11,12
383,30-01-2011,1,0,9,0,0,0,2,0.16,0.2273,0.62921284,0.8,4,34,38
384,30-01-2011,1,0,10,0,0,0,2,0.18,0.2424,0.698194388,0.8,7,57,64
385,30-01-2011,1,0,11,0,0,0,1,0.22,0.2727,0.640330917,0.75,9,50,59
386,30-01-2011,1,0,13,0,0,0,1,0.28,0.2879,0.604559054,0.61,13,71,84
387,30-01-2011,1,0,14,0,0,0,1,0.28,0.303,0.627987635,0.61,18,104,122
388,30-01-2011,1,0,19,0,0,0,1,0.26,0.2576,0.617182802,0.65,9,46,55
389,30-01-2011,1,0,20,0,0,0,2,0.26,0.2727,0.606328113,0.65,3,30,33
390,30-01-2011,1,0,21,0,0,0,2,0.24,0.2424,0.610289382,0.7,3,25,28
391,31-01-2011,1,0,0,0,1,1,2,0.24,0.2273,0.630010251,0.65,1,6,7
392,31-01-2011,1,0,1,0,1,1,1,0.22,0.2121,0.648824917,0.64,2,5,7
393,31-01-2011,1,0,2,0,1,1,1,0.22,0.2273,0.674628414,0.64,0,1,1
394,31-01-2011,1,0,3,0,1,1,1,0.22,0.2273,0.677661481,0.64,0,2,2
395,31-01-2011,1,0,4,0,1,1,1,0.2,0.197,0.668286384,0.59,0,2,2
396,31-01-2011,1,0,6,0,1,1,1,0.16,0.1364,0.644401161,0.69,0,37,37
397,31-01-2011,1,0,7,0,1,1,2,0.16,0.1364,0.641022157,0.64,1,71,72
398,31-01-2011,1,0,8,0,1,1,2,0.16,0.1364,0.639582296,0.59,3,182,185
399,31-01-2011,1,0,14,0,1,1,2,0.18,0.197,0.650008882,0.55,1,85,86
400,31-01-2011,1,0,15,0,1,1,2,0.16,0.1818,0.665386777,0.59,3,41,44
401,31-01-2011,1,0,16,0,1,1,2,0.16,0.1818,0.631275008,0.56,3,83,86
402,31-01-2011,1,0,18,0,1,1,2,0.16,0.1515,0.59204646,0.55,3,153,156
403,31-01-2011,1,0,20,0,1,1,3,0.16,0.1667,0.601316731,0.59,0,78,78
404,31-01-2011,1,0,22,0,1,1,2,0.16,0.1818,0.586131112,0.59,0,34,34
405,31-01-2011,1,0,23,0,1,1,2,0.16,0.197,0.573516035,0.64,2,15,17
406,01-02-2011,1,0,0,0,2,1,2,0.16,0.1818,0.573671263,0.64,2,6,8
407,01-02-2011,1,0,1,0,2,1,2,0.16,0.1818,0.555458938,0.69,0,3,3
408,01-02-2011,1,0,2,0,2,1,2,0.16,0.2273,0.603768225,0.69,0,2,2
409,01-02-2011,1,0,3,0,2,1,2,0.16,0.2273,0.644001951,0.69,0,2,2
410,01-02-2011,1,0,9,0,2,1,2,0.16,0.2273,0.665720037,0.93,2,114,116
411,01-02-2011,1,0,10,0,2,1,2,0.16,0.2273,0.699129555,0.93,0,47,47
412,01-02-2011,1,0,11,0,2,1,2,0.18,0.2424,0.694596122,0.86,2,49,51
413,01-02-2011,1,0,12,0,2,1,2,0.2,0.2576,0.704175163,0.86,2,53,55
414,01-02-2011,1,0,15,0,2,1,2,0.24,0.2879,0.732648176,0.75,7,45,52
415,01-02-2011,1,0,17,0,2,1,2,0.24,0.2879,0.727666613,0.75,4,172,176
416,01-02-2011,1,0,18,0,2,1,2,0.24,0.2576,0.72781171,0.81,3,165,168
417,01-02-2011,1,0,19,0,2,1,2,0.24,0.2424,0.729409048,0.81,3,105,108
418,01-02-2011,1,0,20,0,2,1,2,0.22,0.2273,0.727630438,0.87,5,69,74
419,01-02-2011,1,0,23,0,2,1,3,0.2,0.197,0.712430717,0.93,1,15,16
420,02-02-2011,1,0,1,0,3,1,3,0.22,0.2273,0.699968749,0.93,0,3,3
421,02-02-2011,1,0,2,0,3,1,3,0.22,0.2273,0.698990153,0.93,4,0,4
422,02-02-2011,1,0,3,0,3,1,3,0.22,0.2273,0.704275834,0.93,0,1,1
423,02-02-2011,1,0,4,0,3,1,3,0.22,0.2121,0.703471529,0.93,0,1,1
424,02-02-2011,1,0,5,0,3,1,3,0.22,0.2424,0.724214874,0.93,0,3,3
425,02-02-2011,1,0,6,0,3,1,3,0.22,0.2424,0.701808256,0.93,1,17,18
426,02-02-2011,1,0,8,0,3,1,3,0.22,0.2121,0.688677527,0.93,1,154,155
427,02-02-2011,1,0,9,0,3,1,2,0.24,0.2576,0.660743078,0.93,4,119,123
428,02-02-2011,1,0,12,0,3,1,2,0.24,0.2273,0.576774863,0.93,3,61,64
429,02-02-2011,1,0,13,0,3,1,1,0.34,0.3333,0.531854053,0.93,1,74,75
430,02-02-2011,1,0,14,0,3,1,1,0.38,0.3939,0.559433922,0.82,2,61,63
431,02-02-2011,1,0,16,0,3,1,1,0.36,0.3333,0.584836834,0.71,8,95,103
432,02-02-2011,1,0,17,0,3,1,1,0.36,0.3182,0.604755299,0.53,7,183,190
433,02-02-2011,1,0,18,0,3,1,1,0.34,0.2879,0.616996717,0.42,7,175,182
434,02-02-2011,1,0,19,0,3,1,1,0.28,0.2424,0.64384569,0.45,3,88,91
435,02-02-2011,1,0,21,0,3,1,1,0.22,0.197,0.662320432,0.47,1,62,63
436,02-02-2011,1,0,22,0,3,1,1,0.22,0.2121,0.66859703,0.44,5,35,40
437,02-02-2011,1,0,23,0,3,1,1,0.2,0.1667,0.6449479,0.44,3,29,32
438,03-02-2011,1,0,1,0,4,1,1,0.2,0.1515,0.631851845,0.44,0,5,5
439,03-02-2011,1,0,5,0,4,1,1,0.16,0.1364,0.61354543,0.5,0,2,2
440,03-02-2011,1,0,6,0,4,1,1,0.16,0.1364,0.589545944,0.43,0,39,39
441,03-02-2011,1,0,7,0,4,1,1,0.14,0.1212,0.590133588,0.5,1,86,87
442,03-02-2011,1,0,12,0,4,1,1,0.2,0.1818,0.591311684,0.4,2,67,69
443,03-02-2011,1,0,13,0,4,1,1,0.2,0.1667,0.627962321,0.4,4,47,51
444,03-02-2011,1,0,16,0,4,1,1,0.22,0.2121,0.634077091,0.37,5,73,78
445,03-02-2011,1,0,18,0,4,1,1,0.2,0.2121,0.616675077,0.4,2,145,147
446,03-02-2011,1,0,19,0,4,1,1,0.2,0.2576,0.614990777,0.4,4,92,96
447,03-02-2011,1,0,20,0,4,1,1,0.2,0.2273,0.57476675,0.47,1,108,109
448,03-02-2011,1,0,21,0,4,1,1,0.18,0.2121,0.518423511,0.55,1,53,54
449,03-02-2011,1,0,22,0,4,1,1,0.18,0.2121,0.522219547,0.51,2,39,41
450,03-02-2011,1,0,23,0,4,1,1,0.2,0.2273,0.528509453,0.47,4,34,38
451,04-02-2011,1,0,0,0,5,1,2,0.2,0.2576,0.54056169,0.44,3,10,13
452,04-02-2011,1,0,1,0,5,1,2,0.16,0.2273,0.55170062,0.59,0,7,7
453,04-02-2011,1,0,3,0,5,1,2,0.14,0.1667,0.544606057,0.63,0,1,1
454,04-02-2011,1,0,9,0,5,1,2,0.16,0.1818,0.538658063,0.8,3,124,127
455,04-02-2011,1,0,11,0,5,1,1,0.22,0.2273,0.552247335,0.51,3,61,64
456,04-02-2011,1,0,12,0,5,1,2,0.24,0.2424,0.555795496,0.48,8,78,86
457,04-02-2011,1,0,13,0,5,1,2,0.26,0.2576,0.568043603,0.5,9,73,82
458,04-02-2011,1,0,14,0,5,1,2,0.28,0.2727,0.583876151,0.45,15,76,91
459,04-02-2011,1,0,15,0,5,1,2,0.28,0.2727,0.573296099,0.48,9,81,90
460,04-02-2011,1,0,16,0,5,1,2,0.3,0.2879,0.516995892,0.42,8,91,99
461,04-02-2011,1,0,17,0,5,1,2,0.26,0.2727,0.440452539,0.56,10,195,205
462,04-02-2011,1,0,19,0,5,1,2,0.24,0.2424,0.458317418,0.65,1,102,103
463,04-02-2011,1,0,20,0,5,1,2,0.24,0.2424,0.402316809,0.65,2,69,71
464,04-02-2011,1,0,22,0,5,1,2,0.24,0.2424,0.459539519,0.65,1,45,46
465,04-02-2011,1,0,23,0,5,1,2,0.24,0.2424,0.544152245,0.7,1,30,31
466,05-02-2011,1,0,0,0,6,0,2,0.24,0.2424,0.529805929,0.7,3,36,39
467,05-02-2011,1,0,2,0,6,0,2,0.24,0.2424,0.527679281,0.75,5,12,17
468,05-02-2011,1,0,3,0,6,0,2,0.24,0.2424,0.503726154,0.75,1,10,11
469,05-02-2011,1,0,6,0,6,0,3,0.2,0.2576,0.537601949,1,0,4,4
470,05-02-2011,1,0,7,0,6,0,3,0.22,0.2576,0.534097936,0.93,0,4,4
471,05-02-2011,1,0,8,0,6,0,3,0.2,0.2273,0.541559229,1,0,10,10
472,05-02-2011,1,0,10,0,6,0,3,0.2,0.2121,0.530524476,1,3,31,34
473,05-02-2011,1,0,11,0,6,0,3,0.22,0.2273,0.574071659,1,1,46,47
474,05-02-2011,1,0,13,0,6,0,3,0.22,0.2273,0.552903118,1,10,62,72
475,05-02-2011,1,0,14,0,6,0,3,0.22,0.2727,0.546306688,1,5,50,55
476,05-02-2011,1,0,15,0,6,0,3,0.22,0.2727,0.535185281,1,11,49,60
477,05-02-2011,1,0,16,0,6,0,3,0.22,0.2273,0.529482514,1,8,63,71
478,05-02-2011,1,0,17,0,6,0,2,0.24,0.2121,0.579029814,1,14,64,78
479,05-02-2011,1,0,21,0,6,0,1,0.26,0.2576,0.629523405,1,3,53,56
480,05-02-2011,1,0,23,0,6,0,1,0.26,0.2576,0.678776424,0.93,7,52,59
481,06-02-2011,1,0,0,0,0,0,1,0.26,0.2576,0.722792451,0.7,2,37,39
482,06-02-2011,1,0,1,0,0,0,1,0.26,0.2273,0.754052803,0.65,4,40,44
483,06-02-2011,1,0,4,0,0,0,1,0.26,0.2273,0.778996399,0.6,0,2,2
484,06-02-2011,1,0,6,0,0,0,1,0.26,0.2576,0.783326478,0.6,0,1,1
485,06-02-2011,1,0,9,0,0,0,1,0.28,0.2879,0.75736519,0.56,7,38,45
486,06-02-2011,1,0,12,0,0,0,1,0.34,0.3333,0.730216058,0.46,48,126,174
487,06-02-2011,1,0,14,0,0,0,1,0.34,0.3485,0.684988342,0.46,47,114,161
488,06-02-2011,1,0,16,0,0,0,1,0.34,0.3485,0.681402225,0.49,42,115,157
489,06-02-2011,1,0,17,0,0,0,1,0.34,0.3636,0.683389968,0.46,24,97,121
490,06-02-2011,1,0,19,0,0,0,1,0.28,0.2879,0.582313841,0.61,1,20,21
491,06-02-2011,1,0,20,0,0,0,1,0.28,0.2879,0.592817292,0.61,5,21,26
492,06-02-2011,1,0,22,0,0,0,1,0.26,0.303,0.594700852,0.6,5,57,62
493,06-02-2011,1,0,23,0,0,0,1,0.24,0.2879,0.629099691,0.65,4,26,30
494,07-02-2011,1,0,1,0,1,1,1,0.22,0.2727,0.912855167,0.75,1,4,5
495,07-02-2011,1,0,2,0,1,1,1,0.2,0.2576,0.92559883,0.8,0,3,3
496,07-02-2011,1,0,4,0,1,1,1,0.2,0.2576,0.938424717,0.86,1,1,2
497,07-02-2011,1,0,5,0,1,1,1,0.2,0.2576,0.958211479,0.86,1,9,10
498,07-02-2011,1,0,6,0,1,1,1,0.18,0.2424,0.992366265,0.93,1,29,30
499,07-02-2011,1,0,7,0,1,1,1,0.18,0.2424,1.044169836,0.86,6,89,95
500,07-02-2011,1,0,9,0,1,1,1,0.22,0.2727,1.041143125,0.8,3,115,118
501,07-02-2011,1,0,10,0,1,1,1,0.24,0.2576,1.074585129,0.75,6,49,55
502,07-02-2011,1,0,11,0,1,1,1,0.3,0.3182,0.997441004,0.65,11,36,47
503,07-02-2011,1,0,12,0,1,1,2,0.32,0.3485,0.899676672,0.62,7,59,66
504,07-02-2011,1,0,13,0,1,1,2,0.36,0.3636,0.908741204,0.57,10,54,64
505,07-02-2011,1,0,14,0,1,1,2,0.36,0.3636,0.888064697,0.57,8,52,60
506,07-02-2011,1,0,15,0,1,1,2,0.38,0.3939,0.858102632,0.54,4,46,50
507,07-02-2011,1,0,16,0,1,1,2,0.36,0.3485,0.844558426,0.57,16,98,114
508,07-02-2011,1,0,22,0,1,1,1,0.28,0.303,0.831530884,0.81,3,34,37
509,07-02-2011,1,0,23,0,1,1,2,0.3,0.3333,0.822377224,0.81,6,19,25
510,08-02-2011,1,0,2,0,2,1,2,0.26,0.2727,0.81638714,0.93,1,1,2
511,08-02-2011,1,0,7,0,2,1,1,0.24,0.197,0.859344203,0.65,3,97,100
512,08-02-2011,1,0,8,0,2,1,1,0.24,0.197,0.865156191,0.56,7,236,243
513,08-02-2011,1,0,9,0,2,1,1,0.24,0.197,0.862987986,0.52,7,128,135
514,08-02-2011,1,0,11,0,2,1,1,0.22,0.1818,0.83940346,0.47,1,49,50
515,08-02-2011,1,0,14,0,2,1,1,0.22,0.197,0.82989756,0.37,3,61,64
516,08-02-2011,1,0,15,0,2,1,1,0.22,0.197,0.83251417,0.35,6,45,51
517,08-02-2011,1,0,17,0,2,1,1,0.22,0.1818,0.824264358,0.32,4,172,176
518,08-02-2011,1,0,21,0,2,1,1,0.14,0.1061,0.827328971,0.33,8,46,54
519,08-02-2011,1,0,22,0,2,1,1,0.12,0.1061,0.845475013,0.33,0,29,29
520,08-02-2011,1,0,23,0,2,1,1,0.12,0.1061,0.889207486,0.33,3,9,12
521,09-02-2011,1,0,3,0,3,1,1,0.06,0.0758,0.869266077,0.45,0,2,2
522,09-02-2011,1,0,5,0,3,1,1,0.06,0.1061,0.874323849,0.45,0,7,7
523,09-02-2011,1,0,7,0,3,1,1,0.06,0.1061,0.879714349,0.49,4,95,99
524,09-02-2011,1,0,8,0,3,1,1,0.1,0.1364,0.877140061,0.42,1,198,199
525,09-02-2011,1,0,10,0,3,1,1,0.14,0.1818,-200,0.36,8,51,59
526,09-02-2011,1,0,12,0,3,1,2,0.18,0.1818,-200,0.4,4,57,61
527,09-02-2011,1,0,13,0,3,1,1,0.18,0.1667,-200,0.4,2,67,69
528,09-02-2011,1,0,16,0,3,1,2,0.2,0.197,0.791259511,0.37,7,72,79
529,09-02-2011,1,0,17,0,3,1,2,0.2,0.197,0.881361148,0.34,9,157,166
530,09-02-2011,1,0,22,0,3,1,3,0.16,0.1667,0.887777603,0.8,4,42,46
531,10-02-2011,1,0,4,0,4,1,2,0.14,0.1364,0.849342266,0.59,0,1,1
532,10-02-2011,1,0,8,0,4,1,1,0.1,0.0758,0.834143826,0.49,5,173,178
533,10-02-2011,1,0,9,0,4,1,1,0.12,0.1061,0.856884133,0.42,1,121,122
534,10-02-2011,1,0,10,0,4,1,1,0.12,0.1061,0.875669153,0.42,1,34,35
535,10-02-2011,1,0,12,0,4,1,1,0.16,0.1364,0.870146831,0.34,4,65,69
536,10-02-2011,1,0,13,0,4,1,1,0.18,0.1667,0.892211851,0.29,3,59,62
537,10-02-2011,1,0,14,0,4,1,1,0.2,0.1818,0.922912452,0.27,6,42,48
538,10-02-2011,1,0,16,0,4,1,1,0.2,0.1818,0.886904048,0.27,4,76,80
539,10-02-2011,1,0,20,0,4,1,1,0.14,0.1818,0.877465812,0.31,4,93,97
540,10-02-2011,1,0,23,0,4,1,1,0.12,0.1515,0.973756983,0.42,1,33,34
541,11-02-2011,1,0,0,0,5,1,1,0.1,0.1364,0.967105511,0.49,2,12,14
542,11-02-2011,1,0,2,0,5,1,1,0.1,0.1364,1.025371973,0.54,0,3,3
543,11-02-2011,1,0,6,0,5,1,1,0.1,0.1818,1.022086974,0.68,1,23,24
544,11-02-2011,1,0,8,0,5,1,1,0.1,0.1212,1.013634986,0.74,4,212,216
545,11-02-2011,1,0,11,0,5,1,1,0.22,0.2273,1.001338562,0.47,12,52,64
546,11-02-2011,1,0,13,0,5,1,1,0.24,0.2273,0.985484078,0.35,21,89,110
547,11-02-2011,1,0,14,0,5,1,1,0.3,0.2879,0.932236965,0.26,17,67,84
548,11-02-2011,1,0,15,0,5,1,1,0.32,0.3182,0.900129249,0.21,12,62,74
549,11-02-2011,1,0,16,0,5,1,1,0.3,0.2879,0.937098921,0.28,14,111,125
550,11-02-2011,1,0,20,0,5,1,1,0.22,0.2273,0.910051548,0.55,2,61,63
551,11-02-2011,1,0,21,0,5,1,1,0.2,0.2121,0.828810111,0.59,1,46,47
552,12-02-2011,1,0,0,0,6,0,1,0.16,0.197,0.779162666,0.69,3,27,30
553,12-02-2011,1,0,1,0,6,0,1,0.14,0.2121,0.901215883,0.86,2,22,24
554,12-02-2011,1,0,2,0,6,0,1,0.14,0.2121,0.997832992,0.8,2,13,15
555,12-02-2011,1,0,5,0,6,0,1,0.12,0.1667,0.948253962,0.74,0,1,1
556,12-02-2011,1,0,6,0,6,0,1,0.12,0.1364,0.90737986,0.93,1,1,2
557,12-02-2011,1,0,7,0,6,0,1,0.12,0.1515,0.946708809,0.8,2,9,11
558,12-02-2011,1,0,9,0,6,0,1,0.16,0.1818,1.010032828,0.64,5,38,43
559,12-02-2011,1,0,10,0,6,0,1,0.22,0.2121,0.999040944,0.41,13,71,84
560,12-02-2011,1,0,12,0,6,0,1,0.3,0.2727,0.993276213,0.39,27,93,120
561,12-02-2011,1,0,13,0,6,0,1,0.3,0.2727,0.988569832,0.39,32,103,135
562,12-02-2011,1,0,16,0,6,0,1,0.34,0.303,0.979644644,0.29,42,103,145
563,12-02-2011,1,0,17,0,6,0,1,0.32,0.2879,0.948831083,0.31,24,113,137
564,13-02-2011,1,0,1,0,0,0,1,0.2,0.2273,0.963083443,0.59,1,23,24
565,13-02-2011,1,0,3,0,0,0,2,0.2,0.2273,0.940784433,0.69,4,8,12
566,13-02-2011,1,0,4,0,0,0,2,0.2,0.2121,0.939921343,0.69,0,2,2
567,13-02-2011,1,0,6,0,0,0,2,0.2,0.2121,0.948619025,0.69,2,3,5
568,13-02-2011,1,0,7,0,0,0,2,0.22,0.2727,0.968368526,0.55,0,3,3
569,13-02-2011,1,0,8,0,0,0,2,0.22,0.2273,0.983670858,0.64,1,11,12
570,13-02-2011,1,0,9,0,0,0,2,0.24,0.2273,1.009199584,0.6,12,35,47
571,13-02-2011,1,0,10,0,0,0,1,0.3,0.2727,1.009764713,0.45,19,86,105
572,13-02-2011,1,0,13,0,0,0,1,0.38,0.3939,0.889670336,0.29,62,92,154
573,13-02-2011,1,0,14,0,0,0,2,0.4,0.4091,0.832480887,0.3,51,110,161
574,13-02-2011,1,0,15,0,0,0,2,0.4,0.4091,0.857508865,0.3,40,122,162
575,13-02-2011,1,0,16,0,0,0,2,0.42,0.4242,0.867486402,0.28,28,106,134
576,13-02-2011,1,0,18,0,0,0,1,0.4,0.4091,0.849570998,0.32,17,78,95
577,13-02-2011,1,0,19,0,0,0,1,0.4,0.4091,0.827336749,0.35,11,50,61
578,13-02-2011,1,0,20,0,0,0,1,0.4,0.4091,0.968093176,0.35,15,32,47
579,13-02-2011,1,0,21,0,0,0,1,0.4,0.4091,1.091166876,0.35,6,45,51
580,14-02-2011,1,0,0,0,1,1,1,0.38,0.3939,1.07723747,0.37,3,8,11
